,id,name,height,weight,ability_1,ability_3,forms_switchable,gender_rate,genera,has_gender_differences,is_baby,is_legendary,is_mythical,color,evolves_from_species,generation,habitat,shape,egg_group_0,egg_group_1,flavor_text_0,flavor_text_1,flavor_text_2,flavor_text_3,flavor_text_4,flavor_text_5,flavor_text_6,flavor_text_7,flavor_text_8,flavor_text_9,flavor_text_10,flavor_text_11,front_sprite,female_sprite,shiny_sprite,shiny_female_sprite,artwork,artwork_shiny,hp,attack,defense,special-attack,special-defense,speed,type_1,type_2,flavor_text_12,flavor_text_13,flavor_text_14,flavor_text_15,flavor_text_16,flavor_text_17,ability_2,flavor_text_18,flavor_text_19,flavor_text_20,flavor_text_21,flavor_text_22,flavor_text_23,flavor_text_24,flavor_text_25
354,355,duskull,8,150,levitate,frisk,False,4,Requiem Pokemon,False,False,False,False,black,,generation-iii,forest,arms,indeterminate,,I've heard that the children of Hisui all begin to behave once they've been told the story of how this Pokemon roams about before the witching hour to spirit away misbehaving children.,A glare from its single scarlet eye makes even burly grown-ups freeze in utter fear. It is a nocturnal POKeMON that roams about under the cloak of darkness.,"DUSKULL can pass through any wall no matter how thick it may be. Once this POKeMON chooses a target, it will doggedly pursue the intended victim until the break of dawn.","It doggedly pursues its prey wherever it goes. However, the chase is abandoned at sunrise.",It loves the crying of children. It startles bad kids by passing through walls and making them cry.,"Duskull can pass through any wall no matter how thick it may be. Once this Pokemon chooses a target, it will doggedly pursue the intended victim until the break of dawn.","If it finds bad children who won't listen to their parents, it will spirit them away--or so it's said.","Making itself invisible, it silently sneaks up to prey. It has the ability to slip through thick walls.",Duskull wanders lost among the deep darkness of midnight. There is an oft-told admonishment given to misbehaving children that this Pokemon will spirit away bad children who earn scoldings from their mothers.,DUSKULL wanders lost among the deep darkness of midnight. There is an oft- told admonishment given to misbehaving children that this POKeMON will spirit away bad children who earn scoldings from their mothers.,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/355.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/355.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/355.png,20,40,90,30,90,25,ghost,,,,,,,,,,,,,,,,
355,356,dusclops,16,306,pressure,frisk,False,4,Beckon Pokemon,False,False,False,False,black,duskull,generation-iii,forest,humanoid,indeterminate,,Its body is hollow. It is said that those who look into its body are sucked into the void.,"Dusclops absorbs anything, however large the object may be. This Pokemon hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do Dusclops's bidding.","DUSCLOPS absorbs anything, however large the object may be. This POKeMON hypnotizes its foe by waving its hands in a macabre manner and by bringing its single eye to bear. The hypnotized foe is made to do DUSCLOPS's bidding.","There are rumors that peeking inside its bandage-wrapped body will cause one to get pulled in through the gaps between the bandages, never to return. I've been too scared to verify.","It is thought that its body is hollow with only a spectral ball of fire burning inside. However, no one has been able to confirm this theory as fact.","Its body is entirely hollow. When it opens its mouth, it sucks everything in as if it were a black hole.",It seeks drifting will-o'-the-wisps and sucks them into its empty body. What happens inside is a mystery.,"DUSCLOPS's body is completely hollow - there is nothing at all inside. It is said that its body is like a black hole. This POKeMON will absorb anything into its body, but nothing will ever come back out.","Dusclops's body is completely hollow--there is nothing at all inside. It is said that its body is like a black hole. This Pokemon will absorb anything into its body, but nothing will ever come back out.",Anyone who dares peer into its body to see its spectral ball of fire will have their spirit stolen away.,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/356.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/356.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/356.png,40,70,130,60,130,25,ghost,,,,,,,,,,,,,,,,
356,357,tropius,20,1000,chlorophyll,harvest,False,4,Fruit Pokemon,False,False,False,False,green,,generation-iii,forest,quadruped,monster,plant,Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of TROPIUS. This POKeMON flies by flapping the leaves on its back as if they were wings.,"It flies by flapping its broad leaves. The bunch of fruit that grows around its neck is deliciously sweet. In the spring, it scatters pollen from its neck.",Children of the southern tropics eat as snacks the fruit that grows in bunches around the neck of Tropius. This Pokemon flies by flapping the leaves on its back as if they were wings.,"The bunches of fruit around Tropius's neck are very popular with children. This Pokemon loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",The bunches of fruit growing around the necks of Tropius in Alola are especially sweet compared to those in other regions.,The bunch of fruit around its neck ripens twice a year and is delicious. It's a highly favored tropical snack.,"Bunches of delicious fruit grow around its neck. In warm areas, many ranches raise Tropius.","The bunches of fruit around TROPIUS's neck are very popular with children. This POKeMON loves fruit, and eats it continuously. Apparently, its love for fruit resulted in its own outgrowth of fruit.",It lives in tropical jungles. The bunch of fruit around its neck is delicious. The fruit grows twice a year.,Delicious fruits grew out from around its neck because it always ate the same kind of fruit.,"Because it continually ate only its favorite fruit, the fruit started growing around its neck.","It flies by flapping its broad leaves and gives the sweet, delicious fruit around its neck to children.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/357.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/357.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/357.png,99,68,83,72,87,51,grass,flying,,,,,,,solar-power,,,,,,,,
357,358,chimecho,6,10,levitate,,False,4,Wind Chime Pokemon,False,False,False,False,blue,chingling,generation-iii,grassland,arms,indeterminate,,They fly about very actively when the hot season arrives. They communicate among themselves using seven different and distinguishing cries.,Can emit waves of air powerful enough to knock out prey taller than itself. I hypothesize that it amplifies the faint sound of wind within its body.,"In high winds, Chimecho cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This Pokemon plucks berries with its long tail and eats them.","It travels by riding on winds. It cleverly uses its long tail to pluck nuts and berries, which it loves to eat.","In high winds, CHIMECHO cries as it hangs from a tree branch or the eaves of a building using a suction cup on its head. This POKeMON plucks berries with its long tail and eats them.",It uses the sucker on its head to hang from a tree or from eaves. It can produce seven different tones.,"Chimecho makes its cries echo inside its hollow body. When this Pokemon becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.","CHIMECHO makes its cries echo inside its hollow body. When this POKeMON becomes enraged, its cries result in ultrasonic waves that have the power to knock foes flying.",Its cries echo inside its hollow body to emerge as beautiful notes for startling and repelling foes.,"To knock foes flying, it makes the air shudder with its cries. It converses using seven cries.","Emitting ultrasonic cries, it floats on winds to travel great distances.",,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/358.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/358.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/358.png,75,50,80,95,90,65,psychic,,,,,,,,,,,,,,,,
358,359,absol,12,470,pressure,justified,True,4,Disaster Pokemon,False,False,False,False,white,,generation-iii,mountain,quadruped,ground,,"Rumored to sense disasters with its horn, it became a target. It fled deep into the mountains.",It appears from deep in the mountains to warn people about upcoming disasters it has sensed with its horn.,"It appears when it senses an impending natural disaster. As a result, it was mistaken as a doom bringer.","Long ago, superstitions were spread about it, saying it brought disaster. This fed a hatred of it, and it was driven deep into the mountains.",It senses coming disasters and appears before people only to warn them of impending danger.,"It appears when it senses an impending natural disaster. As a result, it was mistaken as a doom-bringer.","Every time ABSOL appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster POKeMON.","Absol has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This Pokemon very rarely ventures down from the mountains.","ABSOL has the ability to foretell the coming of natural disasters. It lives in a harsh, rugged mountain environment. This POKeMON very rarely ventures down from the mountains.",It sharply senses even subtle changes in the sky and the land to predict natural disasters. It is a long-lived POKeMON that has a life-span of 100 years.,"Because of this Pokemon's ability to detect danger, people mistook Absol as a bringer of doom.","The elderly call it the disaster Pokemon and detest it, but interest in its power to predict disasters is on the rise.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/359.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/359.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/359.png,65,130,60,75,60,75,dark,,"Although it's said to bring disaster, in actuality, this Pokemon possesses a calm disposition and warns people of any crises that loom.","The only thing unlucky about Absol is its appearance. It protects fields and warns people of disaster, so one ought to be grateful for it.",It has the ability to foretell natural disasters. Its life span is over a hundred years.,"Swift as the wind, Absol races through fields and mountains. Its curved, bow-like horn is acutely sensitive to the warning signs of natural disasters.","Every time Absol appears before people, it is followed by a disaster such as an earthquake or a tidal wave. As a result, it came to be known as the disaster Pokemon.",,super-luck,,,,,,,,
359,360,wynaut,6,140,shadow-tag,telepathy,False,4,Bright Pokemon,False,True,False,False,blue,,generation-iii,cave,upright,no-eggs,,"A WYNAUT loves to eat sweet fruits. It cleverly picks fruits using its earlike arms. They gather in fruit gardens, drawn by the fragrance.",It tends to move in a pack. Individuals squash against one another to toughen their spirits.,"WYNAUT gather on moonlit nights to play by squeezing up against each other. By being squeezed, this POKeMON gains endurance and is trained to dole out powerful counterattacks.",It grows strong by pushing up against others en masse. It loves eating sweet fruit.,It tends to move in a pack with others. They cluster in a tight group to sleep in a cave.,"Wynaut can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this Pokemon will be slapping the ground with its tail.","Wynaut gather on moonlit nights to play by squeezing up against each other. By being squeezed, this Pokemon gains endurance and is trained to dole out powerful counterattacks.","WYNAUT can always be seen with a big, happy smile on its face. Look at its tail to determine if it is angry. When angered, this POKeMON will be slapping the ground with its tail.",,,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/360.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/360.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/360.png,95,23,48,23,48,23,psychic,,,,,,,,,,,,,,,,
360,361,snorunt,7,168,inner-focus,moody,False,4,Snow Hat Pokemon,False,False,False,False,gray,,generation-iii,cave,humanoid,fairy,mineral,"Arrives alongside the first snow. It's thought that homes Snorunt visit will prosper for many generations. By tradition, one might offer a lump of ice made from pure water at one's front door.",Rich people from cold areas all share childhood memories of playing with Snorunt.,"Snorunt live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this Pokemon steals away to live quietly among stalactites and stalagmites deep in caverns.","It can only survive in cold areas. It bounces happily around, even in environments as cold as -150 degrees Fahrenheit.",SNORUNT survives by eating only snow and ice. Old folklore claims that a house visited by this POKeMON is sure to prosper for many generations to come.,"It's said that if they are seen at midnight, they'll cause heavy snow. They eat snow and ice to survive.",It is said that several Snorunt gather under giant leaves and live together in harmony.,It is said that a home visited by a SNORUNT will prosper. It can withstand cold of minus 150 degrees Fahrenheit.,"In the snow country, certain folklore says a house will prosper if a Snorunt lives there.",It feeds mainly on ice and snow. It's only able to survive in a limited number of places in the warm Alola region.,It is said that several SNORUNT gather under giant leaves and live together in harmony.,"In the snow country, certain folklore says a house will prosper if a SNORUNT lives there.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/361.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/361.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/361.png,50,50,50,50,50,50,ice,,Snorunt survives by eating only snow and ice. Old folklore claims that a house visited by this Pokemon is sure to prosper for many generations to come.,"They tend to move about in groups of around five SNORUNT. In snowy regions, it is said that when they are seen late at night, snowfall will arrive by morning.","SNORUNT live in regions with heavy snowfall. In seasons without snow, such as spring and summer, this POKeMON steals away to live quietly among stalactites and stalagmites deep in caverns.",Their numbers seem to have rapidly increased in Alola. Custom has it that houses where Snorunt live will be prosperous for generations to come.,,,ice-body,,,,,,,,
361,362,glalie,15,2565,inner-focus,moody,True,4,Face Pokemon,False,False,False,False,gray,snorunt,generation-iii,cave,ball,fairy,mineral,A GLALIE has the power to instantaneously freeze moisture in the atmosphere. A dazzling cloud of diamondlike ice crystals forms around its body.,"Glalie has the ability to freely control ice. For example, it can instantly freeze its prey solid. After immobilizing its prey in ice, this Pokemon enjoys eating it in leisurely fashion.","Its prey is instantaneously frozen stiff by the cold air it exhales from its huge mouth. While they're in that frozen state, it gobbles them up.","It covers its body with an armor of ice harder than steel. Uses its breath to freeze prey, which it then devours as if they were frozen desserts.","Glalie has a body made of rock, which it hardens with an armor of ice. This Pokemon has the ability to freeze moisture in the atmosphere into any shape it desires.","GLALIE has a body made of rock, which it hardens with an armor of ice. This POKeMON has the ability to freeze moisture in the atmosphere into any shape it desires.","To protect itself, it clads its body in an armor of ice, made by freezing moisture in the air.","To protect itself, it clad its body in an armor of ice, made by freezing moisture in the air.","It has a body of ice that won't melt, even with fire. It can instantly freeze moisture in the atmosphere.","Legend says a boulder on an icy mountain absorbed the distress and regrets of a stranded mountaineer, giving rise to Glalie.","GLALIE has the ability to freely control ice. For example, it can instantly freeze its foe solid. After immobilizing its foe in ice, this POKeMON enjoys eating it in leisurely fashion.","It freezes its prey and chews them whole. However, it prefers to eat Pokemon like Vanillite that are already frozen.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/362.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/362.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/362.png,80,80,80,80,80,80,ice,,Its actual body is a rock that isn't particularly hard. Glalie absorbs moisture from the air and drapes itself in an armor of ice.,It can instantly freeze moisture in the atmosphere. It uses this power to freeze its foes.,It prevents prey from escaping by instantaneously freezing moisture in the air.,,,,ice-body,,,,,,,,
362,363,spheal,8,395,thick-fat,oblivious,False,4,Clap Pokemon,False,False,False,False,blue,,generation-iii,sea,fish,water1,ground,"They can't swim well yet, and they move much faster by rolling. When they're happy, they clap fins.","During the season when drift ice approaches the shore, Spheal prefers living on the ice--where fewer predators lurk--rather than the land. Its fur retains heat superbly and resists harsh cold.","Spheal is much faster rolling than walking to get around. When groups of this Pokemon eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.","SPHEAL always travels by rolling around on its ball-like body. When the season for ice floes arrives, this POKeMON can be seen rolling about on ice and crossing the sea.","As it drifts among the waves, Spheal probes the sea. As soon as it spots prey, it informs the Walrein in its herd.",This Pokemon's body is covered in blubber and impressively round. It's faster for Spheal to roll around than walk.,It crosses the oceans by rolling itself on drifting ice. Fluffy fur keeps it warm when the temperature is below freezing.,Its body is covered in fluffy fur. The fur keeps it from feeling cold while it is rolling on ice.,"SPHEAL is much faster rolling than  walking to get around. When groups of this POKeMON eat, they all clap at once to show their pleasure. Because of this, their mealtimes are noisy.",It rolls across ice floes to reach shore because its body is poorly shaped for swimming.,"It is completely covered with plushy fur. As a result, it never feels the cold even when it is rolling about on ice floes or diving in the sea.","Spheal always travels by rolling around on its ball-like body. When the season for ice floes arrives, this Pokemon can be seen rolling about on ice and crossing the sea.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/363.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/363.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/363.png,70,40,50,55,50,25,ice,water,,,,,,,ice-body,,,,,,,,
363,364,sealeo,11,876,thick-fat,oblivious,False,4,Ball Roll Pokemon,False,False,False,False,blue,spheal,generation-iii,sea,fish,water1,ground,"Sealeo often balances and rolls things on the tip of its nose. While the Pokemon is rolling something, it checks the object's aroma and texture to determine whether it likes the object or not.","Sealeo live on top of drift ice. They go swimming when they're on the hunt, seeking out their prey by scent.","It habitually spins things on its nose. By doing so, it learns textures and odors.",It has a very sensitive nose. It touches new things with its nose to examine them.,Sealeo has the habit of always juggling on the tip of its nose anything it sees for the first time. This Pokemon occasionally entertains itself by balancing and rolling a Spheal on its nose.,"SEALEO often balances and rolls things on the tip of its nose. While the POKeMON is rolling something, it checks the object's aroma and texture to determine whether it likes the object or not.",SEALEO has the habit of always juggling on the tip of its nose anything it sees for the first time. This POKeMON occasionally entertains itself by balancing and rolling a SPHEAL on its nose.,"This Pokemon has a habit of spinning round things on its nose, whether those things are Poke Balls or Spheal.",It touches new things with its nose to test for smell and feel. It plays by spinning SPHEAL on its nose.,"Its white whiskers are very sensitive. Sealeo will balance Spheal on the tip of its nose, checking its scent and its feel to be sure the Spheal is healthy.","SEALEO live in herds on ice floes. Using its powerful flippers, it shatters ice. It dives into the sea to hunt prey five times a day.","Be it Spheal or Poke Ball, it will spin any round object on its nose with the greatest of ease.",https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/364.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/364.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/364.png,90,60,70,75,70,45,ice,water,,,,,,,ice-body,,,,,,,,
364,365,walrein,14,1506,thick-fat,oblivious,False,4,Ice Break Pokemon,False,False,False,False,blue,sealeo,generation-iii,sea,quadruped,water1,ground,Walrein's tusks keep growing throughout its life. Tusks broken in battle will grow back to their usual impressive size in a year.,"Not only does its thick blubber keep it warm, it also protects it from attacks. It shatters ice with its prized tusks.","Walrein swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",It shatters drift ice with its strong tusks. Its thick layer of blubber repels enemy attacks.,WALREIN's two massively developed tusks can totally shatter blocks of ice weighing ten tons with one blow. This POKeMON's thick coat of blubber insulates it from subzero temperatures.,"WALREIN swims all over in frigid seawater while crushing icebergs with its grand, imposing tusks. Its thick layer of blubber makes enemy attacks bounce off harmlessly.",It swims through icy seas while shattering ice floes with its large tusks. It is protected by its thick blubber.,"Walrein form herds of 20 to 30 individuals. When a threat appears, the herd's leader will protect the group with its life.","To protect its herd, the leader battles anything that invades its territory, even at the cost of its life. Its tusks may snap off in battle.","It shatters ice with its big tusks. Its thick blubber repels not only the cold, but also enemy attacks.","Its thick tusks are strong enough to shatter drift ice. They have been known to break, but they will grow back by the next year. The Hisui region is well known for these broken tusks.",Walrein's two massively developed tusks can totally shatter blocks of ice weighing 10 tons with one blow. This Pokemon's thick coat of blubber insulates it from subzero temperatures.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/365.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/365.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/365.png,110,80,90,95,90,65,ice,water,,,,,,,ice-body,,,,,,,,
365,366,clamperl,4,525,shell-armor,rattled,False,4,Bivalve Pokemon,False,False,False,False,blue,,generation-iii,sea,ball,water1,,"It is protected by a sturdy shell. Once in a lifetime, it makes a magnificent pearl.","CLAMPERL grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this POKeMON is getting close to evolution.",Clamperl's pearls are exceedingly precious. They can be more than 10 times as costly as Shellder's pearls.,"When it evolves, it makes a mysterious pearl that amplifies psychic powers when it's held.","Despite its appearance, it's carnivorous. It clamps down on its prey with both sides of its shell and doesn't let go until they stop moving.",Clamperl's sturdy shell is not only good for protection--it is also used for clamping and catching prey. A fully grown Clamperl's shell will be scored with nicks and scratches all over.,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokemon is getting close to evolution.",It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.,CLAMPERL's sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL's shell will be scored with nicks and scratches all over.,A CLAMPERL slams its shell closed on prey to prevent escape. The pearl it creates upon evolution is said to be infused with a mysterious energy.,,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/366.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/366.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/366.png,35,64,85,74,55,32,water,,,,,,,,,,,,,,,,
366,367,huntail,17,270,swift-swim,water-veil,False,4,Deep Sea Pokemon,False,False,False,False,blue,clamperl,generation-iii,sea,squiggle,water1,,It's not the strongest swimmer. It wags its tail to lure in its prey and then gulps them down as soon as they get close.,"To withstand the crushing pressure of water deep under the sea, its spine is very thick and sturdy. Its tail, which is shaped like a small fish, has eyes that light up.",It lives deep in the pitch-dark sea. It attracts prey by moving its tail in mimicry of a small animal.,"Deep seas are their habitat. According to tradition, when Huntail wash up onshore, something unfortunate will happen.",Huntail's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This Pokemon's eyes can see clearly even in the murky dark depths of the ocean.,HUNTAIL's presence went unnoticed by people for a long time because it lives at extreme depths in the sea. This POKeMON's eyes can see clearly even in the murky dark depths of the ocean.,It lives deep in the sea where no light ever filters down. It lights up its small fishlike tail to attract prey.,"HUNTAIL's tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This POKeMON swims by wiggling its slender body like a snake.","It lives deep in the sea. With a tail shaped like a small fish, it attracts unsuspecting prey.","Huntail's tail is shaped like a fish. It uses the tail to attract prey, then swallows the prey whole with its large, gaping mouth. This Pokemon swims by wiggling its slender body like a snake.",,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/367.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/367.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/367.png,55,104,105,94,75,52,water,,,,,,,,,,,,,,,,
367,368,gorebyss,18,226,swift-swim,hydration,False,4,South Sea Pokemon,False,False,False,False,pink,clamperl,generation-iii,sea,squiggle,water1,,The color of its body changes with the water temperature. The coloration of Gorebyss in Alola is almost blindingly vivid.,"Although GOREBYSS is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this POKeMON inserts its thin mouth into the prey's body and drains the prey of its body fluids.","Gorebyss lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this Pokemon's body is unharmed by ordinary attacks.","Its swimming form is exquisitely elegant. With its thin mouth, it feeds on seaweed that grows between rocks.",Its pink body becomes more vivid with the rise of water temperatures in the springtime.,"It sucks bodily fluids out of its prey. The leftover meat sinks to the seafloor, where it becomes food for other Pokemon.","A GOREBYSS siphons the body fluids of prey through its thin, tubular mouth. Its light pink body color turns vivid when it finishes feeding.","It lives at the bottom of the sea. In the springtime, its pink body turns more vivid for some reason.","GOREBYSS lives in the southern seas at extreme depths. Its body is built to withstand the enormous pressure of water at incredible depths. Because of this, this POKeMON's body is unharmed by ordinary attacks.","Although Gorebyss is the very picture of elegance and beauty while swimming, it is also cruel. When it spots prey, this Pokemon inserts its thin mouth into the prey's body and drains the prey of its body fluids.",,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/368.png,,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/368.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/368.png,55,84,105,114,75,52,water,,,,,,,,,,,,,,,,
368,369,relicanth,10,234,swift-swim,sturdy,False,1,Longevity Pokemon,True,False,False,False,gray,,generation-iii,sea,fish,water1,water2,A rare Pokemon discovered during a deep-sea exploration. It has not changed in over 100 million years.,"This Pokemon was discovered during deep-sea exploration. Its appearance hasn't changed in 100,000,000 years, so it's called a living fossil.",Rock-hard scales and oil-filled swim bladders allow this Pokemon to survive the intense water pressure of the deep sea.,The reason it hasn't changed at all in a hundred million years is that it's apparently already a perfect life-form.,"Discovered by chance during deep-sea explorations, it has not changed since ancient times.",A POKeMON that was once believed to have been extinct. The species has not changed its form for 100 million years. It walks on the seafloor using its pectoral fins.,"It was fortuitously discovered during a deep sea expedition. Its teeth have atrophied, so it now survives on microscopic organisms it sucks up.",RELICANTH is a rare species that was discovered in deep-sea explorations. This POKeMON's body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,"Its form has remained the same for one hundred million years. Its body is filled with fat, so it can withstand the water pressure of the deep sea.","Thought to have gone extinct, Relicanth was given a name that is a variation of the name of the person who discovered it.",It has remained unchanged for 100 million years. It was discovered during a deep-sea exploration.,RELICANTH is a POKeMON species that existed for a hundred million years without ever changing its form. This ancient POKeMON feeds on microscopic organisms with its toothless mouth.,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/female/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/shiny/female/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/369.png,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/other/official-artwork/shiny/369.png,100,90,130,45,65,55,water,rock,Relicanth is a Pokemon species that existed for a hundred million years without ever changing its form. This ancient Pokemon feeds on microscopic organisms with its toothless mouth.,Relicanth is a rare species that was discovered in deep-sea explorations. This Pokemon's body withstands the enormous water pressure of the ocean depths. Its body is covered in tough scales that are like craggy rocks.,,,,,rock-head,,,,,,,,
